MAT,MAP,AI,BD,sand,clay,SOC,CN,pH,soil.biodiversity,MBC,FBratio,rryield,rrSOC,rrN2O,rrCH4,rrMWD
26.94166565,745,0.3377,1.506,52.5,26.5,6,8.631043832,8.2,0.677484393,101.3389969,3.477063894,,,,,0.322168249
26.94166565,745,0.3377,1.476,52.5,26.5,6,9.566859663,8.2,0.677484393,101.3389969,3.477063894,,,,,0.120627988
26.94166565,745,0.3377,1.476,52.5,26.5,6,9.566859663,8.2,0.677484393,101.3389969,3.477063894,,,,,0.09763847
14.55,453.5,0.2082,1.2,43.7,34.8,8.41067285,8.056200048,8,0.477317125,128.2330017,3.797372341,,-0.002077475,,,
14.55,453.5,0.2082,1.2,43.7,34.8,8.41067285,8.056200048,8,0.477317125,128.2330017,3.797372341,,-0.072085318,,,
14.55,453.5,0.2082,1.2,43.7,34.8,8.41067285,8.056200048,8,0.477317125,128.2330017,3.797372341,,-0.084015629,,,
14.55,453.5,0.2082,1.2,43.7,34.8,8.41067285,8.056200048,8,0.477317125,128.2330017,3.797372341,,0.014023501,,,
14.55,453.5,0.2082,1.2,43.7,34.8,8.41067285,8.056200048,8,0.477317125,128.2330017,3.797372341,,-0.007621601,,,
14.55,453.5,0.2082,1.2,43.7,34.8,8.41067285,8.056200048,8,0.477317125,128.2330017,3.797372341,,-0.058254735,,,
14.55,453.5,0.2082,1.2,43.7,34.8,8.41067285,8.056200048,8,0.477317125,128.2330017,3.797372341,,0.087289735,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.039857674,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.016430541,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.066982821,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,-0.006042314,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.062748516,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.025280157,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,-0.013646914,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,-0.025582791,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.001147447,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.047093904,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.116889666,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.158895841,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.107654095,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.021579486,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.003039516,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.016604155,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.019593694,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,-0.026215842,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.066249386,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.004555817,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.050455805,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,-0.025519726,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,-0.0684306,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,-0.022293917,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.03405902,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.14760512,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.044657151,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.009404458,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.01944956,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.001635323,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,-0.014839514,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.057249335,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.171074696,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.16137261,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.040101604,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.035327475,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.064645536,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.030356462,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.152191815,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.238099642,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.125364573,,,,
7.75,513,0.6039,1.414,54,13.04166667,16.08315545,12.5649652,5.83,0.364899516,96.88999939,2.812710285,0.054968041,,,,
15.6,1362.5,0.9295,1.334,19.29166667,15.58333333,18.76879071,14.24035714,6.55,0.546369612,69.91750336,2.545997381,-0.039435559,,,,0.016584128
15.6,1362.5,0.9295,1.288,18.375,19.75,17.53257541,13.67595586,6.772,0.546369612,69.91750336,2.545997381,,,,,0.065534041
14.4,873.5,0.4842,1.404,34.625,23.75,10.60511988,11.61152904,7.45,0.428029597,114.3580017,2.608719349,,0.212058719,,,0.592559944
14.4,873.5,0.4842,1.404,34.625,23.75,10.60511988,11.61152904,7.45,0.428029597,114.3580017,2.608719349,,0.284019581,,,0.589910935
14.4,873.5,0.4842,1.386,33.95833333,25.08333333,12.16292343,12.28578125,7.08,0.428029597,114.3580017,2.608719349,,0.0411218,,,0.212258311
14.4,873.5,0.4842,1.386,33.95833333,25.08333333,12.16292343,12.28578125,7.08,0.428029597,114.3580017,2.608719349,,0.026628792,,,0.050010421
9.345833778,998,0.9072,1.344,18.875,22,20.78537355,14.19765953,6.38,0.711296737,101.7959976,2.358345032,-0.447201291,,,,
9.345833778,998,0.9072,1.344,18.875,22,20.78537355,14.19765953,6.38,0.711296737,101.7959976,2.358345032,0.136610954,,,,
17.73333359,1190,0.7616,1.49,65,15,6.0738255,10.00358225,6,0.635366082,35.23600006,2.340172529,-0.051293294,,,,
17.73333359,1190,0.7616,1.49,65,15,6.0738255,10.00358225,6,0.635366082,35.23600006,2.340172529,0.698134722,,,,
17.73333359,1190,0.7616,1.49,65,15,6.0738255,10.00358225,6,0.635366082,35.23600006,2.340172529,0.715397789,,,,
17.73333359,1190,0.7616,1.49,65,15,6.0738255,10.00358225,6,0.635366082,35.23600006,2.340172529,-0.240636709,,,,
17.73333359,1190,0.7616,1.49,65,15,6.0738255,10.00358225,6,0.635366082,35.23600006,2.340172529,0.599281044,,,,
17.73333359,1190,0.7616,1.49,65,15,6.0738255,10.00358225,6,0.635366082,35.23600006,2.340172529,0.55049088,,,,
17.73333359,1190,0.7616,1.49,65,15,6.0738255,10.00358225,6,0.635366082,35.23600006,2.340172529,-0.4162179,,,,
17.73333359,1190,0.7616,1.49,65,15,6.0738255,10.00358225,6,0.635366082,35.23600006,2.340172529,0.293015418,,,,
17.73333359,1190,0.7616,1.49,65,15,6.0738255,10.00358225,6,0.635366082,35.23600006,2.340172529,0.153386446,,,,
17.73333359,1190,0.7616,1.49,65,15,6.0738255,10.00358225,6,0.635366082,35.23600006,2.340172529,-0.12095261,0.150433203,,,0.028987537
17.73333359,1190,0.7616,1.49,65,15,6.0738255,10.00358225,6,0.635366082,35.23600006,2.340172529,0.787689901,0.098845835,,,0.005865119
17.73333359,1190,0.7616,1.49,65,15,6.0738255,10.00358225,6,0.635366082,35.23600006,2.340172529,0.652237278,0.127833372,,,-0.023810649
7.504166603,989,1.0292,1.288,48,21.375,15.0812065,11.51237137,7.5,0.600279272,82.22949982,3.691347361,-0.298549382,,,,
7.504166603,989,1.0292,1.288,48,21.375,15.0812065,11.51237137,7.5,0.600279272,82.22949982,3.691347361,0.043153904,,,,
7.504166603,989,1.0292,1.288,48,21.375,15.0812065,11.51237137,7.5,0.600279272,82.22949982,3.691347361,0.146898207,,,,
7.504166603,989,1.0292,1.288,48,21.375,15.0812065,11.51237137,7.5,0.600279272,82.22949982,3.691347361,-0.235072122,,,,
7.504166603,989,1.0292,1.288,48,21.375,15.0812065,11.51237137,7.5,0.600279272,82.22949982,3.691347361,0.072412578,,,,
7.504166603,989,1.0292,1.288,48,21.375,15.0812065,11.51237137,7.5,0.600279272,82.22949982,3.691347361,0.17150348,,,,
7.0625,925,0.9944,1.376,51,14,12.18097448,10.57376257,7.1,0.613423586,75.14910126,4.199750423,0.019802627,,,,
7.0625,925,0.9944,1.376,51,14,12.18097448,10.57376257,7.1,0.613423586,75.14910126,4.199750423,0.193371393,,,,
7.0625,925,0.9944,1.376,51,14,12.18097448,10.57376257,7.1,0.613423586,75.14910126,4.199750423,0.342406972,,,,
14.3,361.5,0.239,1.392,26,25,19,17.27272727,7.8,0.409405172,100.2549973,4.937355042,0.112645502,,,,
14.3,361.5,0.239,1.392,26,25,19,17.27272727,7.8,0.409405172,100.2549973,4.937355042,0.239875676,,,,
16.04166603,236,0.1017,1.25,42.125,33.125,12.15396288,11.33765194,7.686666667,0.531505048,50.26060104,4.95493269,0.032260862,0.046520016,,,
16.04166603,236,0.1017,1.25,42.125,33.125,12.15396288,11.33765194,7.686666667,0.531505048,50.26060104,4.95493269,-0.32782124,0,,,
16.04166603,236,0.1017,1.25,42.125,33.125,12.15396288,11.33765194,7.686666667,0.531505048,50.26060104,4.95493269,0,0,,,
16.04166603,236,0.1017,1.25,42.125,33.125,12.15396288,11.33765194,7.686666667,0.531505048,50.26060104,4.95493269,-0.016529302,0.174353387,,,
16.04166603,236,0.1017,1.25,42.125,33.125,12.15396288,11.33765194,7.686666667,0.531505048,50.26060104,4.95493269,-0.024897552,0.046520016,,,
16.04166603,236,0.1017,1.25,42.125,33.125,12.15396288,11.33765194,7.686666667,0.531505048,50.26060104,4.95493269,-0.188900528,0,,,
16.04166603,236,0.1017,1.25,42.125,33.125,12.15396288,11.33765194,7.686666667,0.531505048,50.26060104,4.95493269,-0.059088916,0.090971778,,,
16.04166603,236,0.1017,1.25,42.125,33.125,12.15396288,11.33765194,7.686666667,0.531505048,50.26060104,4.95493269,-0.116921338,0,,,
16.04166603,236,0.1017,1.25,42.125,33.125,12.15396288,11.33765194,7.686666667,0.531505048,50.26060104,4.95493269,-0.214559808,-0.044451763,,,
16.04166603,236,0.1017,1.25,42.125,33.125,12.15396288,11.33765194,7.686666667,0.531505048,50.26060104,4.95493269,0.053704179,0,,,
16.04166603,236,0.1017,1.25,42.125,33.125,12.15396288,11.33765194,7.686666667,0.531505048,50.26060104,4.95493269,-0.086384614,0.042559614,,,
16.04166603,236,0.1017,1.25,42.125,33.125,12.15396288,11.33765194,7.686666667,0.531505048,50.26060104,4.95493269,-0.140451835,0,,,
16.04166603,236,0.1017,1.25,42.125,33.125,12.15396288,11.33765194,7.686666667,0.531505048,50.26060104,4.95493269,-0.049480057,0,,,
16.04166603,236,0.1017,1.25,42.125,33.125,12.15396288,11.33765194,7.686666667,0.531505048,50.26060104,4.95493269,-0.124703479,0,,,
12.67916679,237,0.1156,1.284,47,22.125,11.16184068,11.25185552,7.695333333,0.549630046,27.54319954,4.078872681,-0.057351296,0.036367644,,,
12.67916679,237,0.1156,1.284,47,22.125,11.16184068,11.25185552,7.695333333,0.549630046,27.54319954,4.078872681,-0.018753997,0.036367644,,,
12.67916679,237,0.1156,1.284,47,22.125,11.16184068,11.25185552,7.695333333,0.549630046,27.54319954,4.078872681,0.287682072,0,,,
12.67916679,237,0.1156,1.284,47,22.125,11.16184068,11.25185552,7.695333333,0.549630046,27.54319954,4.078872681,0.165792255,0.036367644,,,
12.67916679,237,0.1156,1.284,47,22.125,11.16184068,11.25185552,7.695333333,0.549630046,27.54319954,4.078872681,0.165792255,-0.037740328,,,
12.67916679,237,0.1156,1.284,47,22.125,11.16184068,11.25185552,7.695333333,0.549630046,27.54319954,4.078872681,-0.138069386,0.036367644,,,
12.67916679,237,0.1156,1.284,47,22.125,11.16184068,11.25185552,7.695333333,0.549630046,27.54319954,4.078872681,-0.046988509,0,,,
12.67916679,237,0.1156,1.284,47,22.125,11.16184068,11.25185552,7.695333333,0.549630046,27.54319954,4.078872681,-0.092106208,-0.042559614,,,
12.67916679,237,0.1156,1.284,47,22.125,11.16184068,11.25185552,7.695333333,0.549630046,27.54319954,4.078872681,-0.008316056,0,,,
12.67916679,237,0.1156,1.284,47,22.125,11.16184068,11.25185552,7.695333333,0.549630046,27.54319954,4.078872681,0.208544752,0,,,
12.67916679,237,0.1156,1.284,47,22.125,11.16184068,11.25185552,7.695333333,0.549630046,27.54319954,4.078872681,0.054394072,0,,,
12.67916679,237,0.1156,1.284,47,22.125,11.16184068,11.25185552,7.695333333,0.549630046,27.54319954,4.078872681,0.129901625,0,,,
12.67916679,237,0.1156,1.284,47,22.125,11.16184068,11.25185552,7.695333333,0.549630046,27.54319954,4.078872681,-0.111591065,-0.042559614,,,
12.67916679,237,0.1156,1.284,47,22.125,11.16184068,11.25185552,7.695333333,0.549630046,27.54319954,4.078872681,-0.026220695,0,,,
10.14583302,727,0.5085,1.482,58.5,12.8,9.192835268,10.90068051,7.348,0.377910286,114.6210022,2.807011843,-0.031548358,-0.061368946,,,
10.14583302,727,0.5085,1.482,58.5,12.8,9.192835268,10.90068051,7.348,0.377910286,114.6210022,2.807011843,-0.034685558,0.017804625,,,
10.14583302,727,0.5085,1.482,58.5,12.8,9.192835268,10.90068051,7.348,0.377910286,114.6210022,2.807011843,-0.006389798,-0.028987537,,,
10.14583302,727,0.5085,1.488,58.5,12.8,9.208584686,11.2484526,7.33,0.377910286,114.6210022,2.807011843,,-0.048009219,,,
10.14583302,727,0.5085,1.488,58.5,12.8,9.208584686,11.2484526,7.33,0.377910286,114.6210022,2.807011843,,-0.055350095,,,
10.14583302,727,0.5085,1.488,58.5,12.8,9.208584686,11.2484526,7.33,0.377910286,114.6210022,2.807011843,,-0.172245905,,,
7.6875,855,0.8296,1.558,75,9,7,11.36363636,6,0.307127446,156.451004,3.658221483,,-0.048009219,,,0.103989714
7.6875,855,0.8296,1.558,75,9,7,11.36363636,6,0.307127446,156.451004,3.658221483,,0.015504187,,,0.242140052
10,818,0.566,1.34,7,33.25,23.6,17.27672035,7.1,0.357086211,130.7059937,2.706059456,-0.009661911,,,,
10,818,0.566,1.34,7,33.25,23.6,17.27672035,7.1,0.357086211,130.7059937,2.706059456,-0.05942342,,,,
10,818,0.566,1.34,7,33.25,23.6,17.27672035,7.1,0.357086211,130.7059937,2.706059456,0,,,,
10,818,0.566,1.34,7,33.25,23.6,17.27672035,7.1,0.357086211,130.7059937,2.706059456,-0.087011377,,,,
10,818,0.566,1.34,7,33.25,23.6,17.27672035,7.1,0.357086211,130.7059937,2.706059456,-0.046520016,0.014760416,,,0.026550232
10,818,0.566,1.34,7,33.25,23.6,17.27672035,7.1,0.357086211,130.7059937,2.706059456,0.070204259,0.064770836,,,0.252310444
13,688,0.4684,1.372,14,25,22,17.88617886,7.21,0.416696787,116.5410004,2.678756475,-0.00583092,,,,
13,688,0.4684,1.372,14,25,22,17.88617886,7.21,0.416696787,116.5410004,2.678756475,-0.035506688,,,,
13,688,0.4684,1.372,14,25,22,17.88617886,7.21,0.416696787,116.5410004,2.678756475,-0.024541109,,,,
13,688,0.4684,1.372,14,25,22,17.88617886,7.21,0.416696787,116.5410004,2.678756475,-0.068992871,,,,
13,688,0.4684,1.372,14,25,22,17.88617886,7.21,0.416696787,116.5410004,2.678756475,-0.005934736,0.084218079,,,-0.029413885
13,688,0.4684,1.372,14,25,22,17.88617886,7.21,0.416696787,116.5410004,2.678756475,-0.005934736,0.060870715,,,0.316255445
10.69999981,956,0.8061,1.392,23.5,23,17.816,14.50814332,6.166,0.556627691,95.65080261,2.52701354,0.067441281,-0.085471731,,,-0.3074847
10.69999981,956,0.8061,1.436,23,24.75,15.18023202,13.93542596,6.73,0.556627691,95.65080261,2.52701354,,0.062623423,,,-0.765467842
10.69999981,956,0.8061,1.32,23,30,21.26941995,15.50249268,6.588,0.556627691,95.65080261,2.52701354,,,,,-0.794929875
10.69999981,956,0.8061,1.328,23,33.25,18.99099768,13.66258826,7.01,0.556627691,95.65080261,2.52701354,,,,,-0.381367557
15.6,1350,0.9185,1.338,16.65,15.95,18.91271462,14.79868123,6.53,0.614629507,78.09210205,2.177028894,0.041455385,,,,0.193681519
15.6,1350,0.9185,1.338,16.65,15.95,18.91271462,14.79868123,6.53,0.614629507,78.09210205,2.177028894,0.014819303,,,,0.200304059
15.6,1350,0.9185,1.328,12.65,23.1,18.09,14.02325581,6.6,0.614629507,78.09210205,2.177028894,,,,,0.258694536
15.6,1350,0.9185,1.328,12.65,23.1,18.09,14.02325581,6.6,0.614629507,78.09210205,2.177028894,,,,,0.129356021
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.170760734,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.111791406,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.203507577,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.315081047,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,-0.031526254,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.017762457,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.133097271,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.102021614,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.427991253,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.166092084,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.077662394,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.088457718,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.44542342,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.091169387,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.055273399,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,-0.007846596,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.276986783,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.135196672,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.082638089,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.050606035,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.113835143,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.04105054,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.098070494,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,-0.0662703,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.358188949,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.098904074,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,-0.009302393,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.040005335,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.35364004,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.170981372,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,0.081466195,,,,
14.4,873.5,0.4842,1.446,34.125,24.75,11.42510441,12.72283342,7.26,0.428029597,114.3580017,2.608719349,-0.00584797,,,,
14.1916666,1356,1.195,1.098,47.3,16.8,38,17.44719927,6.6,0.578891814,166.7779999,1.267133117,-0.245122458,,,,
14.1916666,1356,1.195,1.098,47.3,16.8,38,17.44719927,6.6,0.578891814,166.7779999,1.267133117,-0.090971778,,,,
14.1916666,1356,1.195,1.098,47.3,16.8,38,17.44719927,6.6,0.578891814,166.7779999,1.267133117,0,,,,
14.1916666,1356,1.195,1.098,47.3,16.8,38,17.44719927,6.6,0.578891814,166.7779999,1.267133117,0,,,,
14.1916666,1356,1.195,1.095,47.3,16.8,38,16.29502573,6.6,0.578891814,166.7779999,1.267133117,0,0.10633565,-0.223143551,,
14.1916666,1356,1.195,1.095,47.3,16.8,38,16.29502573,6.6,0.578891814,166.7779999,1.267133117,0.231801614,0.088636073,-0.533683762,-1.277842653,
14.1916666,1356,1.195,1.095,47.3,16.8,38,16.29502573,6.6,0.578891814,166.7779999,1.267133117,-0.255933374,0.014815086,0.333871455,,
14.1916666,1356,1.195,1.095,47.3,16.8,38,16.29502573,6.6,0.578891814,166.7779999,1.267133117,-0.032789823,-0.022642477,0.151549898,0.359006853,
