"","ID","study","richness","yi","vi","Weight","variable"
"34","66","4",1,0.16137261,0.008592715,13.0190333132034,"Yield"
"35","67","4",1,0.040101604,0.008592715,13.0190333132034,"Yield"
"36","68","4",1,0.035327475,0.008592715,13.0190333132034,"Yield"
"37","69","4",1,0.064645536,0.008592715,13.0190333132034,"Yield"
"38","70","4",1,0.030356462,0.008592715,13.0190333132034,"Yield"
"39","71","4",1,0.152191815,0.008592715,13.0190333132034,"Yield"
"40","72","4",1,0.238099642,0.008592715,13.0190333132034,"Yield"
"41","73","4",1,0.125364573,0.008592715,13.0190333132034,"Yield"
"42","74","4",1,0.054968041,0.008592715,13.0190333132034,"Yield"
"43","75","5",1,-0.039435559,0.001184397,14.4087442918744,"Yield"
"44","81","7",1,-0.447201291,0.003716248,13.901602789199,"Yield"
"45","82","7",1,0.136610954,0.001985412,14.2443415106079,"Yield"
"46","83","8",1,-0.051293294,0.008592715,13.0190333132034,"Yield"
"47","84","8",1,0.698134722,0.008592715,13.0190333132034,"Yield"
"48","85","8",1,0.715397789,0.008592715,13.0190333132034,"Yield"
"49","86","8",1,-0.240636709,0.008592715,13.0190333132034,"Yield"
"50","87","8",1,0.599281044,0.008592715,13.0190333132034,"Yield"
"51","88","8",1,0.55049088,0.008592715,13.0190333132034,"Yield"
"52","89","8",1,-0.4162179,0.008592715,13.0190333132034,"Yield"
"53","90","8",1,0.293015418,0.008592715,13.0190333132034,"Yield"
"54","91","8",1,0.153386446,0.008592715,13.0190333132034,"Yield"
"55","92","8",1,-0.12095261,0.008592715,13.0190333132034,"Yield"
"56","93","8",1,0.787689901,0.008592715,13.0190333132034,"Yield"
"57","94","8",1,0.652237278,0.008592715,13.0190333132034,"Yield"
"58","95","9",1,-0.298549382,0.011456953,12.5510110083622,"Yield"
"59","96","9",1,0.043153904,0.011456953,12.5510110083622,"Yield"
"60","97","9",1,0.146898207,0.011456953,12.5510110083622,"Yield"
"61","98","9",1,-0.235072122,0.011456953,12.5510110083622,"Yield"
"62","99","9",1,0.072412578,0.011456953,12.5510110083622,"Yield"
"63","100","9",1,0.17150348,0.011456953,12.5510110083622,"Yield"
"64","101","10",1,0.019802627,0.011456953,12.5510110083622,"Yield"
"65","102","10",1,0.193371393,0.011456953,12.5510110083622,"Yield"
"66","103","10",1,0.342406972,0.011456953,12.5510110083622,"Yield"
"67","104","11",1,0.112645502,0.02288914,10.9760997885201,"Yield"
"68","105","11",1,0.239875676,0.017131794,11.7165031657351,"Yield"
"69","106","12",1,0.032260862,0.016329077,11.8277435225772,"Yield"
"70","107","12",1,-0.32782124,0.013165165,12.2875681567567,"Yield"
"71","108","12",1,0,0.010887026,12.641437232158,"Yield"
"72","109","12",2,-0.016529302,0.013563953,12.2276510193293,"Yield"
"73","110","12",2,-0.024897552,0.017285973,11.6953761850969,"Yield"
"74","111","12",2,-0.188900528,0.011027832,12.6189755791554,"Yield"
"75","112","12",3,-0.059088916,0.010433324,12.7143597477162,"Yield"
"76","113","12",1,-0.116921338,0.007153515,13.2676287773393,"Yield"
"77","114","12",1,-0.214559808,0.021843097,11.1035852960951,"Yield"
"78","115","12",1,0.053704179,0.005425513,13.5789463421325,"Yield"
"79","116","12",2,-0.086384614,0.006361733,13.4084858551294,"Yield"
"80","117","12",2,-0.140451835,0.005462583,13.5721145259303,"Yield"
"81","118","12",2,-0.049480057,0.013098563,12.2976322514034,"Yield"
"82","119","12",3,-0.124703479,0.005911314,13.4899576013678,"Yield"
"83","120","13",1,-0.057351296,0.00377523,13.8902135872463,"Yield"
"84","121","13",1,-0.018753997,0.005762811,13.517036268956,"Yield"
"85","122","13",1,0.287682072,0.002577642,14.1251825109428,"Yield"
"86","123","13",2,0.165792255,0.008787765,12.9860570076939,"Yield"
"87","124","13",2,0.165792255,0.001925762,14.2564548634821,"Yield"
"88","125","13",2,-0.138069386,0.005467357,13.5712352011592,"Yield"
"89","126","13",3,-0.046988509,0.00478545,13.6980008886099,"Yield"
"90","127","13",1,-0.092106208,0.001061533,14.4342975591958,"Yield"
"91","128","13",1,-0.008316056,0.002645605,14.1116354851123,"Yield"
"92","129","13",1,0.208544752,0.001146964,14.4165200225166,"Yield"
"93","130","13",2,0.054394072,0.02062217,11.2561816027294,"Yield"
"94","131","13",2,0.129901625,0.001641135,14.3145400027895,"Yield"
"95","132","13",2,-0.111591065,0.001555625,14.3320829928515,"Yield"
"96","133","13",3,-0.026220695,0.003628761,13.9185306387111,"Yield"
"97","134","14",1,-0.031548358,0.011425414,12.5559812475364,"Yield"
"98","135","14",1,-0.034685558,0.011428335,12.5555207609904,"Yield"
"99","136","14",1,-0.006389798,0.011438902,12.5538551884485,"Yield"
"100","142","16",1,-0.009661911,0.008592715,13.0190333132034,"Yield"
"101","143","16",1,-0.05942342,0.008592715,13.0190333132034,"Yield"
"102","144","16",1,0,0.008592715,13.0190333132034,"Yield"
"103","145","16",1,-0.087011377,0.008592715,13.0190333132034,"Yield"
"104","146","16",1,-0.046520016,0.008592715,13.0190333132034,"Yield"
"105","147","16",1,0.070204259,0.008592715,13.0190333132034,"Yield"
"106","148","17",1,-0.00583092,0.008592715,13.0190333132034,"Yield"
"107","149","17",1,-0.035506688,0.008592715,13.0190333132034,"Yield"
"108","150","17",1,-0.024541109,0.008592715,13.0190333132034,"Yield"
"109","151","17",1,-0.068992871,0.008592715,13.0190333132034,"Yield"
"110","152","17",1,-0.005934736,0.008592715,13.0190333132034,"Yield"
"111","153","17",1,-0.005934736,0.008592715,13.0190333132034,"Yield"
"112","154","18",2,0.067441281,0.004142978,13.8196216021,"Yield"
"113","158","19",1,0.041455385,0.002998271,14.0417539718097,"Yield"
"114","159","19",1,0.014819303,0.002693753,14.1020538865479,"Yield"
"115","162","6",1,0.170760734,0.008592715,13.0190333132034,"Yield"
"116","163","6",1,0.111791406,0.008592715,13.0190333132034,"Yield"
"117","164","6",1,0.203507577,0.008592715,13.0190333132034,"Yield"
"118","165","6",1,0.315081047,0.008592715,13.0190333132034,"Yield"
"119","166","6",1,-0.031526254,0.008592715,13.0190333132034,"Yield"
"120","167","6",1,0.017762457,0.008592715,13.0190333132034,"Yield"
"121","168","6",1,0.133097271,0.008592715,13.0190333132034,"Yield"
"122","169","6",1,0.102021614,0.008592715,13.0190333132034,"Yield"
"123","170","6",1,0.427991253,0.008592715,13.0190333132034,"Yield"
"124","171","6",1,0.166092084,0.008592715,13.0190333132034,"Yield"
"125","172","6",1,0.077662394,0.008592715,13.0190333132034,"Yield"
"126","173","6",1,0.088457718,0.008592715,13.0190333132034,"Yield"
"127","174","6",1,0.44542342,0.008592715,13.0190333132034,"Yield"
"128","175","6",1,0.091169387,0.008592715,13.0190333132034,"Yield"
"129","176","6",1,0.055273399,0.008592715,13.0190333132034,"Yield"
"130","177","6",1,-0.007846596,0.008592715,13.0190333132034,"Yield"
"131","178","6",1,0.276986783,0.008592715,13.0190333132034,"Yield"
"132","179","6",1,0.135196672,0.008592715,13.0190333132034,"Yield"
"133","180","6",1,0.082638089,0.008592715,13.0190333132034,"Yield"
"134","181","6",1,0.050606035,0.008592715,13.0190333132034,"Yield"
"135","182","6",1,0.113835143,0.008592715,13.0190333132034,"Yield"
"136","183","6",1,0.04105054,0.008592715,13.0190333132034,"Yield"
"137","184","6",1,0.098070494,0.008592715,13.0190333132034,"Yield"
"138","185","6",1,-0.0662703,0.008592715,13.0190333132034,"Yield"
"139","186","6",1,0.358188949,0.008592715,13.0190333132034,"Yield"
"140","187","6",1,0.098904074,0.008592715,13.0190333132034,"Yield"
"141","188","6",1,-0.009302393,0.008592715,13.0190333132034,"Yield"
"142","189","6",1,0.040005335,0.008592715,13.0190333132034,"Yield"
"143","190","6",1,0.35364004,0.008592715,13.0190333132034,"Yield"
"144","191","6",1,0.170981372,0.008592715,13.0190333132034,"Yield"
"145","192","6",1,0.081466195,0.008592715,13.0190333132034,"Yield"
"146","193","6",1,-0.00584797,0.008592715,13.0190333132034,"Yield"
"147","194","20",1,-0.245122458,0.008592715,13.0190333132034,"Yield"
"148","195","20",1,-0.090971778,0.008592715,13.0190333132034,"Yield"
"149","196","20",1,0,0.008592715,13.0190333132034,"Yield"
"150","197","20",1,0,0.008592715,13.0190333132034,"Yield"
"151","198","20",1,0,0.008592715,13.0190333132034,"Yield"
"152","199","20",1,0.231801614,0.008592715,13.0190333132034,"Yield"
"153","200","20",1,-0.255933374,0.008592715,13.0190333132034,"Yield"
"154","201","20",1,-0.032789823,0.008592715,13.0190333132034,"Yield"
"155","210","21",1,-0.068992871,0.008592715,13.0190333132034,"Yield"
"156","211","21",1,0.021978907,0.008592715,13.0190333132034,"Yield"
"157","212","21",1,-0.068992871,0.008592715,13.0190333132034,"Yield"
"158","213","21",1,-0.143100844,0.008592715,13.0190333132034,"Yield"
"159","214","21",1,0,0.008592715,13.0190333132034,"Yield"
"160","215","21",1,-0.117783036,0.008592715,13.0190333132034,"Yield"
"161","216","21",1,-0.022472856,0.008592715,13.0190333132034,"Yield"
"162","217","21",1,-0.280301965,0.008592715,13.0190333132034,"Yield"
"163","218","21",1,0.088947486,0.008592715,13.0190333132034,"Yield"
"164","219","21",1,-0.023530497,0.008592715,13.0190333132034,"Yield"
"165","220","21",1,-0.177681177,0.008592715,13.0190333132034,"Yield"
"166","221","21",1,0.088947486,0.008592715,13.0190333132034,"Yield"
"167","222","21",1,0.067441281,0.008592715,13.0190333132034,"Yield"
"168","223","21",1,-0.177681177,0.008592715,13.0190333132034,"Yield"
"169","224","21",2,-0.072320662,0.008592715,13.0190333132034,"Yield"
"170","225","21",1,0.022989518,0.008592715,13.0190333132034,"Yield"
"171","226","22",3,-0.052185753,0.003944725,13.8575883655275,"Yield"
"172","227","22",3,-0.088553397,0.001744659,14.2933586968451,"Yield"
"173","228","22",4,-0.006514681,0.000580872,14.5351424340774,"Yield"
"174","229","22",4,-0.526093096,0.009281761,12.9032816787206,"Yield"
"175","230","22",4,-0.003853569,0.002083414,14.2244845006971,"Yield"
"176","231","22",4,0.04143719,0.003306242,13.9812925292138,"Yield"
"177","240","24",2,-0.179585577,0.011456953,12.5510110083622,"Yield"
"178","241","24",3,-0.196114879,0.011456953,12.5510110083622,"Yield"
"179","250","24",2,-0.264692554,0.011456953,12.5510110083622,"Yield"
"180","251","24",3,-0.184649847,0.011456953,12.5510110083622,"Yield"
"181","252","24",2,-0.151684496,0.011456953,12.5510110083622,"Yield"
"182","253","24",3,-0.003710185,0.011456953,12.5510110083622,"Yield"
"183","254","24",2,-0.119800695,0.011456953,12.5510110083622,"Yield"
"184","255","24",3,0.099699731,0.011456953,12.5510110083622,"Yield"
"185","262","25",1,0.093147015,0.008592715,13.0190333132034,"Yield"
"186","263","25",1,-0.058557575,0.008592715,13.0190333132034,"Yield"
"187","264","25",1,-0.048452383,0.008592715,13.0190333132034,"Yield"
"188","265","25",1,0.020067563,0.008592715,13.0190333132034,"Yield"
"189","266","25",1,-0.085601366,0.008592715,13.0190333132034,"Yield"
"190","267","25",1,0.017582871,0.008592715,13.0190333132034,"Yield"
"191","268","25",1,0.103649651,0.008592715,13.0190333132034,"Yield"
"192","269","25",1,-0.102936528,0.008592715,13.0190333132034,"Yield"
"193","282","29",1,-0.006740084,0.045156693,8.82031805703178,"Yield"
"194","283","29",2,-0.048633437,0.047143271,8.66842770142986,"Yield"
"195","284","29",3,0.003576222,0.044692508,8.85657918907321,"Yield"
"196","285","30",1,-0.065939952,0.03761048,9.44926084757606,"Yield"
"197","286","30",2,-0.001983734,0.03520387,9.66914380738892,"Yield"
"198","287","30",3,-0.219878969,0.044836851,8.84527152477848,"Yield"
"199","288","29",1,-0.008768567,0.008492084,13.0361121628477,"Yield"
"200","289","29",2,-0.007399508,0.008480372,13.0381028066376,"Yield"
"201","290","29",3,0.0166422,0.00827984,13.0722810283102,"Yield"
"202","291","30",1,-0.056779202,0.0090515,12.9417331538346,"Yield"
"203","292","30",2,-0.036816415,0.00886432,12.9731597721169,"Yield"
"204","293","30",3,-0.078521461,0.00926405,12.9062311400045,"Yield"
"205","302","32",1,-0.092227424,0.011456953,12.5510110083622,"Yield"
"206","303","32",1,-0.082934674,0.011456953,12.5510110083622,"Yield"
"207","304","32",1,-0.20208103,0.011456953,12.5510110083622,"Yield"
"208","305","32",1,-0.024075064,0.011456953,12.5510110083622,"Yield"
"209","306","32",2,0.010423721,0.011456953,12.5510110083622,"Yield"
"210","307","32",1,-0.116208862,0.011456953,12.5510110083622,"Yield"
"211","308","32",2,-0.011282327,0.011456953,12.5510110083622,"Yield"
"212","309","32",1,0.072875234,0.011456953,12.5510110083622,"Yield"
"213","310","32",1,0.047220938,0.011456953,12.5510110083622,"Yield"
"214","311","32",1,-0.379394757,0.011456953,12.5510110083622,"Yield"
"215","313","33",1,0.061195561,0.001577693,14.3275514690346,"Yield"
"216","314","33",1,0.173382042,0.00312674,14.0164692411759,"Yield"
"217","315","33",1,-0.030614636,0.00958227,12.8534417862935,"Yield"
"218","316","33",1,0.267376806,0.004892741,13.6778988607174,"Yield"
"219","317","34",1,0.029522439,0.011456953,12.5510110083622,"Yield"
"220","318","34",1,0.123731009,0.011456953,12.5510110083622,"Yield"
"221","319","34",1,0.052010169,0.011456953,12.5510110083622,"Yield"
"222","320","34",1,-0.12700963,0.011456953,12.5510110083622,"Yield"
"223","321","35",1,-0.08288766,0.001888986,14.2639333779107,"Yield"
"224","322","35",1,0.055262679,0.002964567,14.0484025648282,"Yield"
"225","323","35",2,0.227678707,0.002823268,14.0763444637915,"Yield"
"226","324","36",1,-0.028303776,0.005515058,13.5624553898255,"Yield"
"227","325","36",1,-0.004662013,0.004485971,13.7544251664207,"Yield"
"228","326","36",1,0.045462374,0.006085532,13.4583279274483,"Yield"
"229","327","36",1,0.022989518,0.004788344,13.6974578937845,"Yield"
"230","332","7",1,2.020018121,1.547206045,0.619032546211114,"Yield"
"231","333","7",1,2.255332208,1.248798173,0.759292174108687,"Yield"
"232","334","7",2,3.184443629,1.172187752,0.806187875419271,"Yield"
"233","335","7",1,1.381653982,0.486179501,1.80376024856869,"Yield"
"234","336","7",1,1.225951711,0.391601945,2.1747647550211,"Yield"
"235","337","7",2,1.462054407,0.421972221,2.04002477852036,"Yield"
"236","338","37",1,0.096626836,4.48768e-05,14.6492714887545,"Yield"
"237","339","37",1,0.198032337,0.000258277,14.6036182784492,"Yield"
"238","340","37",1,0.152078659,2.29534e-05,14.6539777872028,"Yield"
"239","341","35",2,0.422856851,0.011456953,12.5510110083622,"Yield"
"240","342","35",2,0.247408173,0.011456953,12.5510110083622,"Yield"
"241","343","35",2,0.146603474,0.011456953,12.5510110083622,"Yield"
"242","344","35",2,0.161641352,0.011456953,12.5510110083622,"Yield"
"243","359","40",1,-0.330241687,0.011456953,12.5510110083622,"Yield"
"244","360","40",1,0.015504187,0.011456953,12.5510110083622,"Yield"
"245","361","40",1,-0.326902786,0.011456953,12.5510110083622,"Yield"
"246","362","40",1,0.08299692,0.011456953,12.5510110083622,"Yield"
"247","376","42",1,0.018553408,0.008592715,13.0190333132034,"Yield"
"248","377","42",1,-0.043017385,0.008592715,13.0190333132034,"Yield"
"249","378","42",1,-0.032523192,0.008592715,13.0190333132034,"Yield"
"250","379","43",1,0.04976151,0.004296357,13.7903909414069,"Yield"
"251","380","43",1,0.185717146,0.004296357,13.7903909414069,"Yield"
"252","381","43",1,0.259219608,0.004296357,13.7903909414069,"Yield"
"253","382","43",2,0.124562723,0.004296357,13.7903909414069,"Yield"
"254","383","43",2,0.15123097,0.004296357,13.7903909414069,"Yield"
"255","384","43",1,0.287682072,0.004296357,13.7903909414069,"Yield"
"256","385","43",1,0.263965546,0.004296357,13.7903909414069,"Yield"
"257","386","43",1,0.340926587,0.004296357,13.7903909414069,"Yield"
"258","387","43",2,0.333491608,0.004296357,13.7903909414069,"Yield"
"259","388","43",2,0.326000937,0.004296357,13.7903909414069,"Yield"
"260","389","43",1,0.535961597,0.004296357,13.7903909414069,"Yield"
"261","390","43",1,0.411507423,0.004296357,13.7903909414069,"Yield"
"262","391","43",1,0.447014111,0.004296357,13.7903909414069,"Yield"
"263","392","43",2,0.514455392,0.004296357,13.7903909414069,"Yield"
"264","393","43",2,0.470003629,0.004296357,13.7903909414069,"Yield"
"265","394","43",1,0.808660068,0.004296357,13.7903909414069,"Yield"
"266","395","43",1,0.733152515,0.004296357,13.7903909414069,"Yield"
"267","396","43",1,0.651474484,0.004296357,13.7903909414069,"Yield"
"268","397","43",2,0.762140052,0.004296357,13.7903909414069,"Yield"
"269","398","43",2,0.733152515,0.004296357,13.7903909414069,"Yield"
"270","399","43",1,0.295464213,0.004296357,13.7903909414069,"Yield"
"271","400","43",1,0.214775302,0.004296357,13.7903909414069,"Yield"
"272","401","43",1,0.189242,0.004296357,13.7903909414069,"Yield"
"273","402","43",2,0.255933374,0.004296357,13.7903909414069,"Yield"
"274","403","43",2,0.206336433,0.004296357,13.7903909414069,"Yield"
"275","404","43",1,0.196953219,0.004296357,13.7903909414069,"Yield"
"276","405","43",1,0.174353387,0.004296357,13.7903909414069,"Yield"
"277","406","43",1,0.15706189,0.004296357,13.7903909414069,"Yield"
"278","407","43",2,0.168622712,0.004296357,13.7903909414069,"Yield"
"279","408","43",2,0.219053566,0.004296357,13.7903909414069,"Yield"
"280","409","43",1,0.430782916,0.004296357,13.7903909414069,"Yield"
"281","410","43",1,0.379489622,0.004296357,13.7903909414069,"Yield"
"282","411","43",1,0.430782916,0.004296357,13.7903909414069,"Yield"
"283","412","43",2,0.437900384,0.004296357,13.7903909414069,"Yield"
"284","413","43",2,0.444967551,0.004296357,13.7903909414069,"Yield"
"285","414","43",1,0.2707716,0.004296357,13.7903909414069,"Yield"
"286","415","43",1,0.280030926,0.004296357,13.7903909414069,"Yield"
"287","416","43",1,0.162823761,0.004296357,13.7903909414069,"Yield"
"288","417","43",2,0.266109587,0.004296357,13.7903909414069,"Yield"
"289","418","43",2,0.397301797,0.004296357,13.7903909414069,"Yield"
"290","426","46",1,0.393042588,0.011456953,12.5510110083622,"Yield"
"291","427","46",2,0.393042588,0.011456953,12.5510110083622,"Yield"
"292","428","46",1,0.200670695,0.011456953,12.5510110083622,"Yield"
"293","429","46",1,0.036367644,0.011456953,12.5510110083622,"Yield"
"294","430","46",1,0,0.011456953,12.5510110083622,"Yield"
"295","431","46",1,0.47445798,0.011456953,12.5510110083622,"Yield"
"296","432","46",2,0.47445798,0.011456953,12.5510110083622,"Yield"
"297","433","46",1,0.381367557,0.011456953,12.5510110083622,"Yield"
"298","434","46",1,-0.074107972,0.011456953,12.5510110083622,"Yield"
"299","435","46",1,0.164303051,0.011456953,12.5510110083622,"Yield"
"300","440","33",1,0.25288552,0.00492164,13.6724944299444,"Yield"
"301","441","33",1,0.299405536,0.004672075,13.7193071214342,"Yield"
"302","442","49",1,0.015963851,0.008592715,13.0190333132034,"Yield"
"303","443","49",1,-0.011560822,0.008592715,13.0190333132034,"Yield"
"304","444","49",1,0.013698844,0.008592715,13.0190333132034,"Yield"
"305","445","49",1,-0.13123518,0.008592715,13.0190333132034,"Yield"
"306","446","49",1,-0.027973852,0.008592715,13.0190333132034,"Yield"
"307","449","50",1,0.002256488,0.008592715,13.0190333132034,"Yield"
"308","450","50",1,-0.074280074,0.008592715,13.0190333132034,"Yield"
"309","451","50",1,-0.022557347,0.008592715,13.0190333132034,"Yield"
"310","452","50",1,-0.112795494,0.008592715,13.0190333132034,"Yield"
"311","453","50",1,0.0194326,0.008592715,13.0190333132034,"Yield"
"312","454","50",1,0,0.008592715,13.0190333132034,"Yield"
"313","455","50",1,-0.000898069,0.008592715,13.0190333132034,"Yield"
"314","456","50",1,-0.011111225,0.008592715,13.0190333132034,"Yield"
"315","457","50",1,-0.05227671,0.008592715,13.0190333132034,"Yield"
"316","458","50",1,0.010084119,0.008592715,13.0190333132034,"Yield"
"317","475","35",2,0.185403223,0.011456953,12.5510110083622,"Yield"
"318","476","35",2,0.27369583,0.011456953,12.5510110083622,"Yield"
"319","477","35",2,0.53280453,0.011456953,12.5510110083622,"Yield"
"320","478","35",2,0.310154928,0.011456953,12.5510110083622,"Yield"
"321","479","35",2,0.50169314,0.011456953,12.5510110083622,"Yield"
"322","480","35",2,0.723000144,0.011456953,12.5510110083622,"Yield"
"323","481","35",2,0.287682072,0.011456953,12.5510110083622,"Yield"
"324","482","35",2,0.593063722,0.011456953,12.5510110083622,"Yield"
"325","483","35",2,0.925769476,0.011456953,12.5510110083622,"Yield"
"326","484","35",2,0.327212911,0.011456953,12.5510110083622,"Yield"
"327","485","35",2,0.67688666,0.011456953,12.5510110083622,"Yield"
"328","486","35",2,0.94803943,0.011456953,12.5510110083622,"Yield"
"329","493","55",1,-1.035948552,0.008592715,13.0190333132034,"Yield"
"330","494","55",1,-0.617238217,0.008592715,13.0190333132034,"Yield"
"331","495","55",2,-0.5331551,0.008592715,13.0190333132034,"Yield"
"332","496","55",1,-1.279838555,0.008592715,13.0190333132034,"Yield"
"333","497","55",1,-0.41302788,0.008592715,13.0190333132034,"Yield"
"334","498","55",2,-0.843651548,0.008592715,13.0190333132034,"Yield"
"335","499","56",1,-0.145953913,0.008592715,13.0190333132034,"Yield"
"336","500","56",1,-0.209857715,0.008592715,13.0190333132034,"Yield"
"337","501","56",2,-0.249992551,0.008592715,13.0190333132034,"Yield"
"338","502","56",1,-0.093444701,0.008592715,13.0190333132034,"Yield"
"339","503","56",1,0.030645912,0.008592715,13.0190333132034,"Yield"
"340","504","56",2,0.036663984,0.008592715,13.0190333132034,"Yield"
"341","505","56",1,-0.027779564,0.008592715,13.0190333132034,"Yield"
"342","506","56",1,-0.090754363,0.008592715,13.0190333132034,"Yield"
"343","507","56",2,-0.075865751,0.008592715,13.0190333132034,"Yield"
"344","508","57",1,-0.634306681,0.012397865,12.4045210957613,"Yield"
"345","509","57",1,-0.771928058,0.009047809,12.942351383261,"Yield"
"346","510","57",1,-1.087312733,0.011144255,12.6004637465248,"Yield"
"347","511","57",1,-0.00643089,0.024703236,10.7618137945414,"Yield"
"348","512","58",1,-0.181301669,0.007867092,13.1431959021324,"Yield"
"349","513","58",1,-0.410580209,0.017070613,11.7249079007485,"Yield"
"350","514","58",1,-0.591364486,0.010909494,12.6378477319217,"Yield"
"351","515","58",1,0.155071914,0.001963937,14.2487001485706,"Yield"
"352","516","59",1,-0.144342309,0.002583356,14.1240425412088,"Yield"
"353","517","59",1,-0.358212223,0.004744751,13.70564171449,"Yield"
"354","518","59",1,-0.401440958,0.003029226,14.0356531997822,"Yield"
"355","519","59",1,0.315935291,0.008758287,12.9910300128061,"Yield"
"356","520","60",1,-0.337596464,0.007578505,13.1932372636552,"Yield"
"357","521","60",1,-0.345501643,0.012398395,12.4044395440614,"Yield"
"358","522","60",1,-0.390133797,0.005466225,13.5714436943392,"Yield"
"359","523","60",1,0.114991409,0.007729336,13.1670355322302,"Yield"
"360","524","23",1,0.050536148,0.008592715,13.0190333132034,"Yield"
"361","525","23",1,0.066072539,0.008592715,13.0190333132034,"Yield"
"362","526","23",1,0.110919482,0.008592715,13.0190333132034,"Yield"
"363","530","61",1,0.208723376,0.05639113,8.02510036844914,"Yield"
"364","531","61",1,0.189167197,0.057284387,7.96798207159648,"Yield"
"365","532","61",1,0.345111599,0.051044736,8.38485551615023,"Yield"
"366","533","61",1,0.281698916,0.053349958,8.22585828466905,"Yield"
"367","534","61",1,0.167251304,0.032658654,9.91310593451361,"Yield"
"368","535","61",1,0.092976456,0.035559785,9.63598260125062,"Yield"
"369","536","61",1,0.195060583,0.031192882,10.0592706896823,"Yield"
"370","537","61",1,0.291520849,0.02912654,10.27280001694,"Yield"
"371","538","61",1,-0.003466208,0.12805248,5.09501221010526,"Yield"
"372","539","61",1,0.369054744,0.086520139,6.462534903308,"Yield"
"373","540","61",1,0.571897937,0.078944846,6.79519786053517,"Yield"
"374","541","61",1,0.047306117,0.107035368,5.70602757885895,"Yield"
"375","542","35",2,0.422856851,0.011456953,12.5510110083622,"Yield"
"376","543","35",2,0.247408173,0.011456953,12.5510110083622,"Yield"
"377","544","35",2,0.161641352,0.011456953,12.5510110083622,"Yield"
"378","545","35",2,0.146603474,0.011456953,12.5510110083622,"Yield"
"379","550","35",2,0.429856561,0.011456953,12.5510110083622,"Yield"
"380","551","35",2,0.245122458,0.011456953,12.5510110083622,"Yield"
"381","552","35",2,0.215708573,0.011456953,12.5510110083622,"Yield"
"382","553","35",2,0.185403223,0.011456953,12.5510110083622,"Yield"
"383","591","69",1,-0.056414089,0.005728477,13.5233123560427,"Yield"
"384","592","69",1,-0.150935243,0.005728477,13.5233123560427,"Yield"
"385","593","69",1,0,0.005728477,13.5233123560427,"Yield"
"386","594","69",1,0.028087582,0.005728477,13.5233123560427,"Yield"
"387","595","69",1,-0.027664281,0.005728477,13.5233123560427,"Yield"
"388","596","69",1,0.090352077,0.005728477,13.5233123560427,"Yield"
"389","597","69",1,-0.003502631,0.005728477,13.5233123560427,"Yield"
"390","598","69",1,-0.019583427,0.005728477,13.5233123560427,"Yield"
"391","599","69",1,0.052868236,0.005728477,13.5233123560427,"Yield"
"392","600","69",1,-0.089020851,0.005728477,13.5233123560427,"Yield"
"393","601","69",1,-0.171108692,0.005728477,13.5233123560427,"Yield"
"394","602","69",1,0.062520357,0.005728477,13.5233123560427,"Yield"
"395","603","69",1,-0.041080026,0.005728477,13.5233123560427,"Yield"
