ID,number,author1,year,journal,study,country,continent,longitude,latitude,climate.zone,texture,SOC_categorical,pH_categorical,primary.crop,tillage2,irrigation2,type,rryield,varyield,rrSOC,varSOC,rrN2O,varN2O,rrCH4,varCH4,rrMWD,varMWD
57,4,Blazewicz-Wozniak,2019,HORTICULTURAL SCIENCE,4,Poland,Europe,22.93333333,51.38333333,cold,sandy,moderate,acid,other,conventional,rainfed,non-legume,0.03405902,0.008592715,,,,,,,,
58,4,Blazewicz-Wozniak,2019,HORTICULTURAL SCIENCE,4,Poland,Europe,22.93333333,51.38333333,cold,sandy,moderate,acid,other,conventional,rainfed,non-legume,0.14760512,0.008592715,,,,,,,,
59,4,Blazewicz-Wozniak,2019,HORTICULTURAL SCIENCE,4,Poland,Europe,22.93333333,51.38333333,cold,sandy,moderate,acid,other,conventional,rainfed,non-legume,0.044657151,0.008592715,,,,,,,,
60,4,Blazewicz-Wozniak,2019,HORTICULTURAL SCIENCE,4,Poland,Europe,22.93333333,51.38333333,cold,sandy,moderate,acid,other,conventional,rainfed,non-legume,0.009404458,0.008592715,,,,,,,,
61,4,Blazewicz-Wozniak,2019,HORTICULTURAL SCIENCE,4,Poland,Europe,22.93333333,51.38333333,cold,sandy,moderate,acid,other,conventional,rainfed,non-legume,0.01944956,0.008592715,,,,,,,,
62,4,Blazewicz-Wozniak,2019,HORTICULTURAL SCIENCE,4,Poland,Europe,22.93333333,51.38333333,cold,sandy,moderate,acid,other,conventional,rainfed,non-legume,0.001635323,0.008592715,,,,,,,,
63,4,Blazewicz-Wozniak,2019,HORTICULTURAL SCIENCE,4,Poland,Europe,22.93333333,51.38333333,cold,sandy,moderate,acid,other,conventional,rainfed,legume,-0.014839514,0.008592715,,,,,,,,
64,4,Blazewicz-Wozniak,2019,HORTICULTURAL SCIENCE,4,Poland,Europe,22.93333333,51.38333333,cold,sandy,moderate,acid,other,conventional,rainfed,non-legume,0.057249335,0.008592715,,,,,,,,
65,4,Blazewicz-Wozniak,2019,HORTICULTURAL SCIENCE,4,Poland,Europe,22.93333333,51.38333333,cold,sandy,moderate,acid,other,conventional,rainfed,non-legume,0.171074696,0.008592715,,,,,,,,
66,4,Blazewicz-Wozniak,2019,HORTICULTURAL SCIENCE,4,Poland,Europe,22.93333333,51.38333333,cold,sandy,moderate,acid,other,conventional,rainfed,non-legume,0.16137261,0.008592715,,,,,,,,
67,4,Blazewicz-Wozniak,2019,HORTICULTURAL SCIENCE,4,Poland,Europe,22.93333333,51.38333333,cold,sandy,moderate,acid,other,conventional,rainfed,non-legume,0.040101604,0.008592715,,,,,,,,
68,4,Blazewicz-Wozniak,2019,HORTICULTURAL SCIENCE,4,Poland,Europe,22.93333333,51.38333333,cold,sandy,moderate,acid,other,conventional,rainfed,non-legume,0.035327475,0.008592715,,,,,,,,
69,4,Blazewicz-Wozniak,2019,HORTICULTURAL SCIENCE,4,Poland,Europe,22.93333333,51.38333333,cold,sandy,moderate,acid,other,conventional,rainfed,non-legume,0.064645536,0.008592715,,,,,,,,
70,4,Blazewicz-Wozniak,2019,HORTICULTURAL SCIENCE,4,Poland,Europe,22.93333333,51.38333333,cold,sandy,moderate,acid,other,conventional,rainfed,legume,0.030356462,0.008592715,,,,,,,,
71,4,Blazewicz-Wozniak,2019,HORTICULTURAL SCIENCE,4,Poland,Europe,22.93333333,51.38333333,cold,sandy,moderate,acid,other,conventional,rainfed,non-legume,0.152191815,0.008592715,,,,,,,,
72,4,Blazewicz-Wozniak,2019,HORTICULTURAL SCIENCE,4,Poland,Europe,22.93333333,51.38333333,cold,sandy,moderate,acid,other,conventional,rainfed,non-legume,0.238099642,0.008592715,,,,,,,,
73,4,Blazewicz-Wozniak,2019,HORTICULTURAL SCIENCE,4,Poland,Europe,22.93333333,51.38333333,cold,sandy,moderate,acid,other,conventional,rainfed,non-legume,0.125364573,0.008592715,,,,,,,,
74,4,Blazewicz-Wozniak,2019,HORTICULTURAL SCIENCE,4,Poland,Europe,22.93333333,51.38333333,cold,sandy,moderate,acid,other,conventional,rainfed,non-legume,0.054968041,0.008592715,,,,,,,,
75,5,Nouri,2018,SUSTAINABILITY,5,United States,North America,-88.84638889,35.62277778,temperate,loam,high,neutral,soybean,conservation,rainfed,non-legume,-0.039435559,0.001184397,,,,,,,0.016584128,0.000550155
76,5,Nouri,2018,SUSTAINABILITY,5,United States,North America,-88.84638889,35.62277778,temperate,loam,high,neutral,soybean,conservation,rainfed,non-legume,,,,,,,,,0.065534041,0.001455783
77,6,Blanco-Canqui,2011,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,6,United States,North America,-97.431689,38.140725,cold,loam,moderate,acid,sorghum,conservation,rainfed,legume,,,0.212058719,0.003273252,,,,,0.592559944,0.008243749
78,6,Blanco-Canqui,2011,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,6,United States,North America,-97.431689,38.140725,cold,loam,moderate,acid,sorghum,conservation,rainfed,legume,,,0.284019581,0.003273252,,,,,0.589910935,0.008237408
79,6,Blanco-Canqui,2011,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,6,United States,North America,-97.431689,38.140725,cold,loam,moderate,acid,sorghum,conservation,rainfed,legume,,,0.0411218,0.003273252,,,,,0.212258311,0.008231742
80,6,Blanco-Canqui,2011,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,6,United States,North America,-97.431689,38.140725,cold,loam,moderate,acid,sorghum,conservation,rainfed,legume,,,0.026628792,0.003273252,,,,,0.050010421,0.008241034
81,7,Kabir,2000,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,7,United States,North America,-77.964474,40.710623,cold,loam,high,neutral,maize,conventional,rainfed,non-legume,-0.447201291,0.003716248,,,,,,,,
82,7,Kabir,2000,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,7,United States,North America,-77.964474,40.710623,cold,loam,high,neutral,maize,conventional,rainfed,non-legume,0.136610954,0.001985412,,,,,,,,
83,8,Sainju,2003,CANADIAN JOURNAL OF SOIL SCIENCE,8,United States,North America,-83.891043,32.555224,temperate,sandy,low,acid,other,conventional,rainfed,non-legume,-0.051293294,0.008592715,,,,,,,,
84,8,Sainju,2003,CANADIAN JOURNAL OF SOIL SCIENCE,8,United States,North America,-83.891043,32.555224,temperate,sandy,low,acid,other,conventional,rainfed,legume,0.698134722,0.008592715,,,,,,,,
85,8,Sainju,2003,CANADIAN JOURNAL OF SOIL SCIENCE,8,United States,North America,-83.891043,32.555224,temperate,sandy,low,acid,other,conventional,rainfed,legume,0.715397789,0.008592715,,,,,,,,
86,8,Sainju,2003,CANADIAN JOURNAL OF SOIL SCIENCE,8,United States,North America,-83.891043,32.555224,temperate,sandy,low,acid,other,conventional,rainfed,non-legume,-0.240636709,0.008592715,,,,,,,,
87,8,Sainju,2003,CANADIAN JOURNAL OF SOIL SCIENCE,8,United States,North America,-83.891043,32.555224,temperate,sandy,low,acid,other,conventional,rainfed,legume,0.599281044,0.008592715,,,,,,,,
88,8,Sainju,2003,CANADIAN JOURNAL OF SOIL SCIENCE,8,United States,North America,-83.891043,32.555224,temperate,sandy,low,acid,other,conventional,rainfed,legume,0.55049088,0.008592715,,,,,,,,
89,8,Sainju,2003,CANADIAN JOURNAL OF SOIL SCIENCE,8,United States,North America,-83.891043,32.555224,temperate,sandy,low,acid,other,conventional,rainfed,non-legume,-0.4162179,0.008592715,,,,,,,,
90,8,Sainju,2003,CANADIAN JOURNAL OF SOIL SCIENCE,8,United States,North America,-83.891043,32.555224,temperate,sandy,low,acid,other,conventional,rainfed,legume,0.293015418,0.008592715,,,,,,,,
91,8,Sainju,2003,CANADIAN JOURNAL OF SOIL SCIENCE,8,United States,North America,-83.891043,32.555224,temperate,sandy,low,acid,other,conventional,rainfed,legume,0.153386446,0.008592715,,,,,,,,
92,8,Sainju,2003,CANADIAN JOURNAL OF SOIL SCIENCE,8,United States,North America,-83.891043,32.555224,temperate,sandy,low,acid,other,conventional,rainfed,non-legume,-0.12095261,0.008592715,0.150433203,0.003273252,,,,,0.028987537,0.00824107
93,8,Sainju,2003,CANADIAN JOURNAL OF SOIL SCIENCE,8,United States,North America,-83.891043,32.555224,temperate,sandy,low,acid,other,conventional,rainfed,legume,0.787689901,0.008592715,0.098845835,0.003273252,,,,,0.005865119,0.00824107
94,8,Sainju,2003,CANADIAN JOURNAL OF SOIL SCIENCE,8,United States,North America,-83.891043,32.555224,temperate,sandy,low,acid,other,conventional,rainfed,legume,0.652237278,0.008592715,0.127833372,0.003273252,,,,,-0.023810649,0.00824107
95,9,Dapaah,1998,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,9,Canada,North America,-80.757396,43.131314,cold,loam,moderate,acid,maize,conventional,rainfed,non-legume,-0.298549382,0.011456953,,,,,,,,
96,9,Dapaah,1998,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,9,Canada,North America,-80.757396,43.131314,cold,loam,moderate,acid,maize,conventional,rainfed,non-legume,0.043153904,0.011456953,,,,,,,,
97,9,Dapaah,1998,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,9,Canada,North America,-80.757396,43.131314,cold,loam,moderate,acid,maize,conventional,rainfed,legume,0.146898207,0.011456953,,,,,,,,
98,9,Dapaah,1998,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,9,Canada,North America,-80.757396,43.131314,cold,loam,moderate,acid,maize,conventional,rainfed,non-legume,-0.235072122,0.011456953,,,,,,,,
99,9,Dapaah,1998,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,9,Canada,North America,-80.757396,43.131314,cold,loam,moderate,acid,maize,conventional,rainfed,non-legume,0.072412578,0.011456953,,,,,,,,
100,9,Dapaah,1998,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,9,Canada,North America,-80.757396,43.131314,cold,loam,moderate,acid,maize,conventional,rainfed,legume,0.17150348,0.011456953,,,,,,,,
101,9,Dapaah,1998,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,10,Canada,North America,-80.449037,43.285932,cold,loam,moderate,acid,maize,conventional,rainfed,non-legume,0.019802627,0.011456953,,,,,,,,
102,9,Dapaah,1998,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,10,Canada,North America,-80.449037,43.285932,cold,loam,moderate,acid,maize,conventional,rainfed,non-legume,0.193371393,0.011456953,,,,,,,,
103,9,Dapaah,1998,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,10,Canada,North America,-80.449037,43.285932,cold,loam,moderate,acid,maize,conventional,rainfed,legume,0.342406972,0.011456953,,,,,,,,
104,10,Garcia-Gonzalez,2018,JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,11,Spain,Europe,-3.516666667,40.05,arid,loam,high,neutral,maize,conservation,irrigated,non-legume,0.112645502,0.02288914,,,,,,,,
105,10,Garcia-Gonzalez,2018,JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,11,Spain,Europe,-3.516666667,40.05,arid,loam,high,neutral,maize,conservation,irrigated,legume,0.239875676,0.017131794,,,,,,,,
106,11,Antosh,2020,AGRONOMY JOURNAL,12,United States,North America,-106.74602,32.202337,arid,clay loam,moderate,acid,maize,conventional,irrigated,non-legume,0.032260862,0.016329077,0.046520016,0.00248988,,,,,,
107,11,Antosh,2020,AGRONOMY JOURNAL,12,United States,North America,-106.74602,32.202337,arid,clay loam,moderate,acid,maize,conventional,irrigated,non-legume,-0.32782124,0.013165165,0,0.001927438,,,,,,
108,11,Antosh,2020,AGRONOMY JOURNAL,12,United States,North America,-106.74602,32.202337,arid,clay loam,moderate,acid,maize,conventional,irrigated,legume,0,0.010887026,0,0.00138322,,,,,,
109,11,Antosh,2020,AGRONOMY JOURNAL,12,United States,North America,-106.74602,32.202337,arid,clay loam,moderate,acid,maize,conventional,irrigated,non-legume,-0.016529302,0.013563953,0.174353387,0.003120327,,,,,,
110,11,Antosh,2020,AGRONOMY JOURNAL,12,United States,North America,-106.74602,32.202337,arid,clay loam,moderate,acid,maize,conventional,irrigated,mixture,-0.024897552,0.017285973,0.046520016,0.001560128,,,,,,
111,11,Antosh,2020,AGRONOMY JOURNAL,12,United States,North America,-106.74602,32.202337,arid,clay loam,moderate,acid,maize,conventional,irrigated,mixture,-0.188900528,0.011027832,0,0.001179138,,,,,,
112,11,Antosh,2020,AGRONOMY JOURNAL,12,United States,North America,-106.74602,32.202337,arid,clay loam,moderate,acid,maize,conventional,irrigated,mixture,-0.059088916,0.010433324,0.090971778,0.001496856,,,,,,
113,11,Antosh,2020,AGRONOMY JOURNAL,12,United States,North America,-106.74602,32.202337,arid,clay loam,moderate,acid,maize,conventional,irrigated,non-legume,-0.116921338,0.007153515,0,0.00094518,,,,,,
114,11,Antosh,2020,AGRONOMY JOURNAL,12,United States,North America,-106.74602,32.202337,arid,clay loam,moderate,acid,maize,conventional,irrigated,non-legume,-0.214559808,0.021843097,-0.044451763,0.000989119,,,,,,
115,11,Antosh,2020,AGRONOMY JOURNAL,12,United States,North America,-106.74602,32.202337,arid,clay loam,moderate,acid,maize,conventional,irrigated,legume,0.053704179,0.005425513,0,0.000775047,,,,,,
116,11,Antosh,2020,AGRONOMY JOURNAL,12,United States,North America,-106.74602,32.202337,arid,clay loam,moderate,acid,maize,conventional,irrigated,non-legume,-0.086384614,0.006361733,0.042559614,0.000489951,,,,,,
117,11,Antosh,2020,AGRONOMY JOURNAL,12,United States,North America,-106.74602,32.202337,arid,clay loam,moderate,acid,maize,conventional,irrigated,mixture,-0.140451835,0.005462583,0,0.000775047,,,,,,
118,11,Antosh,2020,AGRONOMY JOURNAL,12,United States,North America,-106.74602,32.202337,arid,clay loam,moderate,acid,maize,conventional,irrigated,mixture,-0.049480057,0.013098563,0,0.001398866,,,,,,
119,11,Antosh,2020,AGRONOMY JOURNAL,12,United States,North America,-106.74602,32.202337,arid,clay loam,moderate,acid,maize,conventional,irrigated,mixture,-0.124703479,0.005911314,0,0.001153119,,,,,,
120,11,Antosh,2020,AGRONOMY JOURNAL,13,United States,North America,-106.754346,34.771554,arid,loam,moderate,acid,maize,conventional,irrigated,non-legume,-0.057351296,0.00377523,0.036367644,0.001225907,,,,,,
121,11,Antosh,2020,AGRONOMY JOURNAL,13,United States,North America,-106.754346,34.771554,arid,loam,moderate,acid,maize,conventional,irrigated,non-legume,-0.018753997,0.005762811,0.036367644,0.001570295,,,,,,
122,11,Antosh,2020,AGRONOMY JOURNAL,13,United States,North America,-106.754346,34.771554,arid,loam,moderate,acid,maize,conventional,irrigated,legume,0.287682072,0.002577642,0,0.001234568,,,,,,
123,11,Antosh,2020,AGRONOMY JOURNAL,13,United States,North America,-106.754346,34.771554,arid,loam,moderate,acid,maize,conventional,irrigated,non-legume,0.165792255,0.008787765,0.036367644,0.001225907,,,,,,
124,11,Antosh,2020,AGRONOMY JOURNAL,13,United States,North America,-106.754346,34.771554,arid,loam,moderate,acid,maize,conventional,irrigated,mixture,0.165792255,0.001925762,-0.037740328,0.002901052,,,,,,
125,11,Antosh,2020,AGRONOMY JOURNAL,13,United States,North America,-106.754346,34.771554,arid,loam,moderate,acid,maize,conventional,irrigated,mixture,-0.138069386,0.005467357,0.036367644,0.003981009,,,,,,
126,11,Antosh,2020,AGRONOMY JOURNAL,13,United States,North America,-106.754346,34.771554,arid,loam,moderate,acid,maize,conventional,irrigated,mixture,-0.046988509,0.00478545,0,0.001604938,,,,,,
